Unique Code	Company Ticker	Company Name	Sector Name	Sector Type
29016	DINT	Din Textile Mills Limited	TEXTILE SPINNING	NF
29017	DKTM	Dewan Khalid Textile Mills Limited	TEXTILE SPINNING	NF
29018	DMC	D.M. Corporation Limited.	TEXTILE SPINNING	NF
29019	DMTM	Dewan Mushtaq Textile Mills Limited	TEXTILE SPINNING	NF
29020	DSIL	D.S. Industries Limited	TEXTILE SPINNING	NF
29021	DWTM	Dewan Textile Mills Limited	TEXTILE SPINNING	NF
29022	ELCM	Elahi Cotton Mills Limited	TEXTILE SPINNING	NF
29023	ELSM	Ellcot Spinning Mills Limited	TEXTILE SPINNING	NF
29024	FAEL	Fatima Enterprises Limited	TEXTILE SPINNING	NF
29025	GADT	Gadoon Textile Mills Limited	TEXTILE SPINNING	NF
29026	GLOT	Globe Textile Mills Limited	TEXTILE SPINNING	NF
29027	GSPM	Gulshan Spinning Mills Limited	TEXTILE SPINNING	NF
29028	GUSM	Gulistan Spinning Mills Limited	TEXTILE SPINNING	NF
29029	GUTM	Gulistan Textile Mills Limited	TEXTILE SPINNING	NF
29030	HAJT	Hajra Textile Mills Limited	TEXTILE SPINNING	NF
29031	HIRAT	Hira Textile Mills Limited	TEXTILE SPINNING	NF
29032	HMIM	Haji Mohammad Ismail Mills Limited	TEXTILE SPINNING	NF
29033	IDRT	Idrees Textile Mills Limited	TEXTILE SPINNING	NF
29034	IDSM	Ideal Spinning Mills Limited	TEXTILE SPINNING	NF
29035	IDYM	Indus Dyeing & Manufacturing Co. Limited	TEXTILE SPINNING	NF
29036	JATM	J.A. Textile Mills Limited	TEXTILE SPINNING	NF
29037	JDMT	Janana De Malucho Textile Mills Limited	TEXTILE SPINNING	NF
29038	JKSM	J.K. Spinning Mills Limited	TEXTILE SPINNING	NF
29039	KOHTM	Kohat Textile Mills Limited	TEXTILE SPINNING	NF
29040	KOSM	Kohinoor Spinning Mills Limited	TEXTILE SPINNING	NF
29041	KSTM	Khalid Siraj Textile Mills Limited	TEXTILE SPINNING	NF
29042	MQTM	Maqbool Textile Mills Limited	TEXTILE SPINNING	NF
29043	NAGC	Nagina Cotton Mills Limited	TEXTILE SPINNING	NF
29044	NATM	Nadeem Textile Mills Limited	TEXTILE SPINNING	NF
29045	NCML	Nazir Cotton Mills Limited	TEXTILE SPINNING	NF
29046	PRET	Premium Textile Mills Limited	TEXTILE SPINNING	NF
29047	RCML	Reliance Cotton Spinning Mills Limited	TEXTILE SPINNING	NF
29048	RUBY	Ruby Textile Mills Limited	TEXTILE SPINNING	NF
29049	SAIF	Saif Textile Mills Limited	TEXTILE SPINNING	NF
29050	SANE	Salman Noman Enterprises Limited	TEXTILE SPINNING	NF
29051	SERT	Service Industries Textiles Limited	TEXTILE SPINNING	NF
29052	SHCM	Shadman Cotton Mills Limited	TEXTILE SPINNING	NF
29053	SHDT	Shadab Textile Mills Limited	TEXTILE SPINNING	NF
29054	SLYT	Sally Textile Mills Limited	TEXTILE SPINNING	NF
29055	SNAI	Sana Industries Limited	TEXTILE SPINNING	NF
29056	SSML	Saritow Spinning Mills Limited	TEXTILE SPINNING	NF
29057	SUTM	Sunrays Textile Mills Limited	TEXTILE SPINNING	NF
29058	SZTM	Shahzad Textile Mills Limited	TEXTILE SPINNING	NF
29059	TATM	Tata Textile Mills Limited	TEXTILE SPINNING	NF
30001	ASHT	Ashfaq Textile Mills Limited	TEXTILE WEAVING	NF
30002	HKKT	Hakkim Textile Mills Limited	TEXTILE WEAVING	NF
30003	ICCI	ICC Industries Limited	TEXTILE WEAVING	NF
30004	MOHE	Mohib Exports Limited	TEXTILE WEAVING	NF
30005	PRWM	Prosperity Weaving Mills Limited	TEXTILE WEAVING	NF
30006	SDOT	Sadoon Textile Industries Limited	TEXTILE WEAVING	NF
30007	STJT	Shahtaj Textile Limited	TEXTILE WEAVING	NF
30008	YOUW	Yousaf Weaving Mills Limited	TEXTILE WEAVING	NF
30009	ZTL	Zephyr Textiles Limited	TEXTILE WEAVING	NF
31001	KHTC	Khyber Tobacco Company Limited	TOBACCO	NF
31002	PAKT	Pakistan Tobacco Company Limited	TOBACCO	NF
31003	PMPK	Philip Morris (Pakistan) Limited	TOBACCO	NF
32001	CLVL	Cordoba Logistics & Ventures Limited	TRANSPORT	NF
32002	GEMBLUEX	Blue-Ex Limited (GEM)	TRANSPORT	NF
32003	PIBTL	Pakistan International Bulk Terminal	TRANSPORT	NF
32004	PICT	Pakistan International Container	TRANSPORT	NF
32005	PNSC	Pakistan National Shipping Corporation	TRANSPORT	NF
32006	SLGL	Secure Logistics Group Limited	TRANSPORT	NF
33001	POML	Punjab Oil Mills Limited	VANASPATI & ALLIED INDUSTRIES	NF
33002	SSOM	S.S.Oil Mills Limited	VANASPATI & ALLIED INDUSTRIES	NF
33003	SURAJ	Suraj Ghee Industries Limited	VANASPATI & ALLIED INDUSTRIES	NF
34001	BNWM	Bannu Woollen Mills Limited	WOOLLEN	NF
35001	DCR	Dolmen City REIT	REAL ESTATE INVESTMENT TRUST	FI
35002	GRR	Globe Residency REIT	REAL ESTATE INVESTMENT TRUST	FI
35003	TPLRF1	TPL REIT Fund I	REAL ESTATE INVESTMENT TRUST	FI
36001	ACIETF	Alfalah Consumer Index (ETF)	EXCHANGE TRADED FUNDS	FI
36002	HBLTETF	HBL Total Treasury (ETF)	EXCHANGE TRADED FUNDS	FI
36003	JSGBETF	JS Global Banking Sector(ETF)	EXCHANGE TRADED FUNDS	FI
36004	JSMFETF	JS Momentum Factor Exchange Traded Fund	EXCHANGE TRADED FUNDS	FI
36005	MIIETF	Mahaana Islamic Index ETF	EXCHANGE TRADED FUNDS	FI
36006	MZNPETF	Meezan Pakistan ETF	EXCHANGE TRADED FUNDS	FI
36007	NBPGETF	NBP Pakistan Growth ETF	EXCHANGE TRADED FUNDS	FI
36008	NITGETF	NIT Pakistan Gateway ETF	EXCHANGE TRADED FUNDS	FI
36009	UBLPETF	UBLPakistan Enterprise ETF	EXCHANGE TRADED FUNDS	FI
37001	BRRG	B.R.R Guardian Limited	PROPERTY	NF
37002	HUSI	Husein Industries Limited	PROPERTY	NF
37003	JVDC	Javedan Corporation Limited	PROPERTY	NF
37004	PACE	Pace (Pakistan) Limited	PROPERTY	NF
37005	TPLP	TPL Properties Limited	PROPERTY	NF
